scenario_id,grid_elec_import_Wh,grid_elec_export_Wh,electricity_demand_baseload_Wh,ev_charging_demand_Wh,electricity_demand_heatpump_Wh,solar_pv_generation_Wh,battery_charging_demand_Wh,battery_generation_Wh,gas_demand_Wh,grid_elec_import_cost,electricity_export_income,gas_import_cost,vehicle_id,vehicle_name,vehicle_type,vehicle_fuel_type,vehicle_miles_per_gallon,vehicle_cost,vehicle_currency,vehicle_wh_per_mile,vehicle_max_charge_rate_watts,vehicle_battery_capacity_Wh,battery_storage_id,battery_storage_name,battery_storage_capacity_Wh,battery_storage_charging_efficiency,battery_storage_cost,battery_storage_currency,battery_storage_max_discharge_rate_watts,battery_storage_max_charge_rate_watts,heating_system_id,heating_system_name,heating_system_type,heating_system_fuel_type,heating_system_efficiency,heating_system_cost,heating_system_currency,heating_system_max_power_watts,solar_pv_id,solar_pv_name,solar_pv_conversion_efficiency,solar_pv_system_size_Wp,solar_pv_cost,solar_pv_currency,ev_charger_id,ev_charger_name,ev_charger_max_charge_rate_watts,ev_charger_efficiency,ev_charger_cost,ev_charger_currency,tariff_id,tariff_name,tariff_requires_smart_meter,electricity_standing_charge_daily,gas_standing_charge_daily,location_id,location_name,annual_electricity_consumption_kWh,annual_gas_consumption_kWh,daily_miles_driven,profile_id,electricity_profile_multiplier,electricity_demand_ev_daily_Wh,vehicle_litres_fuel_annual
2292,3105489.36818443,421501.70856757154,3600000.0,0.0,3065134.0996168586,3981146.44,1453806.2660994788,1453806.2660994788,0.0,1055.8663851827064,23.182593971216434,0.0,0,Typical Petrol/Diesel Car,ICE Vehicle,gasoline,40.0,37000,GBP,0.0,0.0,0.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,1,Typical Air Source Heat Pump (High Temp),Air Source Heat Pump,electricity,2.61,10000,GBP,5000.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,1,7kW EV Charger,7400,0.95,950,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,3600,8000,25,0,9.863013698630137,0.0,1037.07678125
2293,3105489.36818443,421501.70856757154,3600000.0,0.0,3065134.0996168586,3981146.44,1453806.2660994788,1453806.2660994788,0.0,1055.8663851827064,23.182593971216434,0.0,0,Typical Petrol/Diesel Car,ICE Vehicle,gasoline,40.0,37000,GBP,0.0,0.0,0.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,1,Typical Air Source Heat Pump (High Temp),Air Source Heat Pump,electricity,2.61,10000,GBP,5000.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,1,7kW EV Charger,7400,0.95,950,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,3600,8000,50,0,9.863013698630137,0.0,2074.1535625
2294,3105489.36818443,421501.70856757154,3600000.0,0.0,3065134.0996168586,3981146.44,1453806.2660994788,1453806.2660994788,0.0,1055.8663851827064,23.182593971216434,0.0,0,Typical Petrol/Diesel Car,ICE Vehicle,gasoline,40.0,37000,GBP,0.0,0.0,0.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,1,Typical Air Source Heat Pump (High Temp),Air Source Heat Pump,electricity,2.61,10000,GBP,5000.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,1,7kW EV Charger,7400,0.95,950,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,3600,8000,75,0,9.863013698630137,0.0,3111.2303437500004
2295,3105489.36818443,421501.70856757154,3600000.0,0.0,3065134.0996168586,3981146.44,1453806.2660994788,1453806.2660994788,0.0,1055.8663851827064,23.182593971216434,0.0,0,Typical Petrol/Diesel Car,ICE Vehicle,gasoline,40.0,37000,GBP,0.0,0.0,0.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,1,Typical Air Source Heat Pump (High Temp),Air Source Heat Pump,electricity,2.61,10000,GBP,5000.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,1,7kW EV Charger,7400,0.95,950,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,3600,8000,100,0,9.863013698630137,0.0,4148.307125
2296,4523930.940003876,307376.230578588,3600000.0,0.0,4597701.149425288,3981146.44,1328169.9638607856,1328169.9638607856,0.0,1538.1365196013178,16.90569268182234,0.0,0,Typical Petrol/Diesel Car,ICE Vehicle,gasoline,40.0,37000,GBP,0.0,0.0,0.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,1,Typical Air Source Heat Pump (High Temp),Air Source Heat Pump,electricity,2.61,10000,GBP,5000.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,1,7kW EV Charger,7400,0.95,950,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,3600,12000,25,0,9.863013698630137,0.0,1037.07678125
2297,4523930.940003876,307376.230578588,3600000.0,0.0,4597701.149425288,3981146.44,1328169.9638607856,1328169.9638607856,0.0,1538.1365196013178,16.90569268182234,0.0,0,Typical Petrol/Diesel Car,ICE Vehicle,gasoline,40.0,37000,GBP,0.0,0.0,0.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,1,Typical Air Source Heat Pump (High Temp),Air Source Heat Pump,electricity,2.61,10000,GBP,5000.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,1,7kW EV Charger,7400,0.95,950,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,3600,12000,50,0,9.863013698630137,0.0,2074.1535625
2298,4523930.940003876,307376.230578588,3600000.0,0.0,4597701.149425288,3981146.44,1328169.9638607856,1328169.9638607856,0.0,1538.1365196013178,16.90569268182234,0.0,0,Typical Petrol/Diesel Car,ICE Vehicle,gasoline,40.0,37000,GBP,0.0,0.0,0.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,1,Typical Air Source Heat Pump (High Temp),Air Source Heat Pump,electricity,2.61,10000,GBP,5000.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,1,7kW EV Charger,7400,0.95,950,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,3600,12000,75,0,9.863013698630137,0.0,3111.2303437500004
2299,4523930.940003876,307376.230578588,3600000.0,0.0,4597701.149425288,3981146.44,1328169.9638607856,1328169.9638607856,0.0,1538.1365196013178,16.90569268182234,0.0,0,Typical Petrol/Diesel Car,ICE Vehicle,gasoline,40.0,37000,GBP,0.0,0.0,0.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,1,Typical Air Source Heat Pump (High Temp),Air Source Heat Pump,electricity,2.61,10000,GBP,5000.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,1,7kW EV Charger,7400,0.95,950,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,3600,12000,100,0,9.863013698630137,0.0,4148.307125
2300,6711788.560437503,196383.27629957133,3600000.0,0.0,6896551.724137932,3981146.44,1161096.9928973224,1161096.9928973224,0.0,2282.008110548751,10.801080196476423,0.0,0,Typical Petrol/Diesel Car,ICE Vehicle,gasoline,40.0,37000,GBP,0.0,0.0,0.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,1,Typical Air Source Heat Pump (High Temp),Air Source Heat Pump,electricity,2.61,10000,GBP,5000.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,1,7kW EV Charger,7400,0.95,950,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,3600,18000,25,0,9.863013698630137,0.0,1037.07678125
2301,6711788.560437503,196383.27629957133,3600000.0,0.0,6896551.724137932,3981146.44,1161096.9928973224,1161096.9928973224,0.0,2282.008110548751,10.801080196476423,0.0,0,Typical Petrol/Diesel Car,ICE Vehicle,gasoline,40.0,37000,GBP,0.0,0.0,0.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,1,Typical Air Source Heat Pump (High Temp),Air Source Heat Pump,electricity,2.61,10000,GBP,5000.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,1,7kW EV Charger,7400,0.95,950,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,3600,18000,50,0,9.863013698630137,0.0,2074.1535625
2302,6711788.560437503,196383.27629957133,3600000.0,0.0,6896551.724137932,3981146.44,1161096.9928973224,1161096.9928973224,0.0,2282.008110548751,10.801080196476423,0.0,0,Typical Petrol/Diesel Car,ICE Vehicle,gasoline,40.0,37000,GBP,0.0,0.0,0.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,1,Typical Air Source Heat Pump (High Temp),Air Source Heat Pump,electricity,2.61,10000,GBP,5000.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,1,7kW EV Charger,7400,0.95,950,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,3600,18000,75,0,9.863013698630137,0.0,3111.2303437500004
2303,6711788.560437503,196383.27629957133,3600000.0,0.0,6896551.724137932,3981146.44,1161096.9928973224,1161096.9928973224,0.0,2282.008110548751,10.801080196476423,0.0,0,Typical Petrol/Diesel Car,ICE Vehicle,gasoline,40.0,37000,GBP,0.0,0.0,0.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,1,Typical Air Source Heat Pump (High Temp),Air Source Heat Pump,electricity,2.61,10000,GBP,5000.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,1,7kW EV Charger,7400,0.95,950,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,3600,18000,100,0,9.863013698630137,0.0,4148.307125
2304,4087500.0,0.0,1800000.0,2287500.0,0.0,0.0,0.0,0.0,8000000.000000001,1129.37625,0.0,582.4000000000001,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,0,No Battery Storage,0,1.0,0,GBP,0.0,0.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,0,No Solar PV,1.0,0,0.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,0,Flexible Octopus - April 2022 Price Cap,False,0.4448,0.2722,0,Thames,1800,8000,25,0,4.931506849315069,6250.0,0.0
2305,6373500.0,0.0,1800000.0,4573500.0,0.0,0.0,0.0,0.0,8000000.000000001,1760.99805,0.0,582.4000000000001,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,0,No Battery Storage,0,1.0,0,GBP,0.0,0.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,0,No Solar PV,1.0,0,0.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,0,Flexible Octopus - April 2022 Price Cap,False,0.4448,0.2722,0,Thames,1800,8000,50,0,4.931506849315069,12500.0,0.0
2306,8654750.0,0.0,1800000.0,6854750.0,0.0,0.0,0.0,0.0,8000000.000000001,2391.307425,0.0,582.4000000000001,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,0,No Battery Storage,0,1.0,0,GBP,0.0,0.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,0,No Solar PV,1.0,0,0.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,0,Flexible Octopus - April 2022 Price Cap,False,0.4448,0.2722,0,Thames,1800,8000,75,0,4.931506849315069,18750.0,0.0
2307,10936000.0,0.0,1800000.0,9136000.0,0.0,0.0,0.0,0.0,8000000.000000001,3021.6168,0.0,582.4000000000001,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,0,No Battery Storage,0,1.0,0,GBP,0.0,0.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,0,No Solar PV,1.0,0,0.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,0,Flexible Octopus - April 2022 Price Cap,False,0.4448,0.2722,0,Thames,1800,8000,100,0,4.931506849315069,25000.0,0.0
2308,4087500.0,0.0,1800000.0,2287500.0,0.0,0.0,0.0,0.0,12000000.000000002,1129.37625,0.0,873.6000000000001,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,0,No Battery Storage,0,1.0,0,GBP,0.0,0.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,0,No Solar PV,1.0,0,0.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,0,Flexible Octopus - April 2022 Price Cap,False,0.4448,0.2722,0,Thames,1800,12000,25,0,4.931506849315069,6250.0,0.0
2309,6373500.0,0.0,1800000.0,4573500.0,0.0,0.0,0.0,0.0,12000000.000000002,1760.99805,0.0,873.6000000000001,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,0,No Battery Storage,0,1.0,0,GBP,0.0,0.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,0,No Solar PV,1.0,0,0.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,0,Flexible Octopus - April 2022 Price Cap,False,0.4448,0.2722,0,Thames,1800,12000,50,0,4.931506849315069,12500.0,0.0
2310,8654750.0,0.0,1800000.0,6854750.0,0.0,0.0,0.0,0.0,12000000.000000002,2391.307425,0.0,873.6000000000001,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,0,No Battery Storage,0,1.0,0,GBP,0.0,0.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,0,No Solar PV,1.0,0,0.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,0,Flexible Octopus - April 2022 Price Cap,False,0.4448,0.2722,0,Thames,1800,12000,75,0,4.931506849315069,18750.0,0.0
2311,10936000.0,0.0,1800000.0,9136000.0,0.0,0.0,0.0,0.0,12000000.000000002,3021.6168,0.0,873.6000000000001,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,0,No Battery Storage,0,1.0,0,GBP,0.0,0.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,0,No Solar PV,1.0,0,0.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,0,Flexible Octopus - April 2022 Price Cap,False,0.4448,0.2722,0,Thames,1800,12000,100,0,4.931506849315069,25000.0,0.0
2312,4087500.0,0.0,1800000.0,2287500.0,0.0,0.0,0.0,0.0,18000000.0,1129.37625,0.0,1310.4,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,0,No Battery Storage,0,1.0,0,GBP,0.0,0.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,0,No Solar PV,1.0,0,0.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,0,Flexible Octopus - April 2022 Price Cap,False,0.4448,0.2722,0,Thames,1800,18000,25,0,4.931506849315069,6250.0,0.0
2313,6373500.0,0.0,1800000.0,4573500.0,0.0,0.0,0.0,0.0,18000000.0,1760.99805,0.0,1310.4,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,0,No Battery Storage,0,1.0,0,GBP,0.0,0.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,0,No Solar PV,1.0,0,0.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,0,Flexible Octopus - April 2022 Price Cap,False,0.4448,0.2722,0,Thames,1800,18000,50,0,4.931506849315069,12500.0,0.0
2314,8654750.0,0.0,1800000.0,6854750.0,0.0,0.0,0.0,0.0,18000000.0,2391.307425,0.0,1310.4,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,0,No Battery Storage,0,1.0,0,GBP,0.0,0.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,0,No Solar PV,1.0,0,0.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,0,Flexible Octopus - April 2022 Price Cap,False,0.4448,0.2722,0,Thames,1800,18000,75,0,4.931506849315069,18750.0,0.0
2315,10936000.0,0.0,1800000.0,9136000.0,0.0,0.0,0.0,0.0,18000000.0,3021.6168,0.0,1310.4,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,0,No Battery Storage,0,1.0,0,GBP,0.0,0.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,0,No Solar PV,1.0,0,0.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,0,Flexible Octopus - April 2022 Price Cap,False,0.4448,0.2722,0,Thames,1800,18000,100,0,4.931506849315069,25000.0,0.0
2316,4487500.0,0.0,2200000.0,2287500.0,0.0,0.0,0.0,0.0,8000000.000000001,1239.89625,0.0,582.4000000000001,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,0,No Battery Storage,0,1.0,0,GBP,0.0,0.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,0,No Solar PV,1.0,0,0.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,0,Flexible Octopus - April 2022 Price Cap,False,0.4448,0.2722,0,Thames,2200,8000,25,0,6.027397260273973,6250.0,0.0
2317,6773500.0,0.0,2200000.0,4573500.0,0.0,0.0,0.0,0.0,8000000.000000001,1871.51805,0.0,582.4000000000001,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,0,No Battery Storage,0,1.0,0,GBP,0.0,0.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,0,No Solar PV,1.0,0,0.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,0,Flexible Octopus - April 2022 Price Cap,False,0.4448,0.2722,0,Thames,2200,8000,50,0,6.027397260273973,12500.0,0.0
2318,9054750.0,0.0,2200000.0,6854750.0,0.0,0.0,0.0,0.0,8000000.000000001,2501.827425,0.0,582.4000000000001,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,0,No Battery Storage,0,1.0,0,GBP,0.0,0.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,0,No Solar PV,1.0,0,0.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,0,Flexible Octopus - April 2022 Price Cap,False,0.4448,0.2722,0,Thames,2200,8000,75,0,6.027397260273973,18750.0,0.0
2319,11336000.0,0.0,2200000.0,9136000.0,0.0,0.0,0.0,0.0,8000000.000000001,3132.1367999999998,0.0,582.4000000000001,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,0,No Battery Storage,0,1.0,0,GBP,0.0,0.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,0,No Solar PV,1.0,0,0.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,0,Flexible Octopus - April 2022 Price Cap,False,0.4448,0.2722,0,Thames,2200,8000,100,0,6.027397260273973,25000.0,0.0
2320,4487500.0,0.0,2200000.0,2287500.0,0.0,0.0,0.0,0.0,12000000.000000002,1239.89625,0.0,873.6000000000001,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,0,No Battery Storage,0,1.0,0,GBP,0.0,0.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,0,No Solar PV,1.0,0,0.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,0,Flexible Octopus - April 2022 Price Cap,False,0.4448,0.2722,0,Thames,2200,12000,25,0,6.027397260273973,6250.0,0.0
2321,6773500.0,0.0,2200000.0,4573500.0,0.0,0.0,0.0,0.0,12000000.000000002,1871.51805,0.0,873.6000000000001,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,0,No Battery Storage,0,1.0,0,GBP,0.0,0.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,0,No Solar PV,1.0,0,0.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,0,Flexible Octopus - April 2022 Price Cap,False,0.4448,0.2722,0,Thames,2200,12000,50,0,6.027397260273973,12500.0,0.0
2322,9054750.0,0.0,2200000.0,6854750.0,0.0,0.0,0.0,0.0,12000000.000000002,2501.827425,0.0,873.6000000000001,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,0,No Battery Storage,0,1.0,0,GBP,0.0,0.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,0,No Solar PV,1.0,0,0.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,0,Flexible Octopus - April 2022 Price Cap,False,0.4448,0.2722,0,Thames,2200,12000,75,0,6.027397260273973,18750.0,0.0
2323,11336000.0,0.0,2200000.0,9136000.0,0.0,0.0,0.0,0.0,12000000.000000002,3132.1367999999998,0.0,873.6000000000001,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,0,No Battery Storage,0,1.0,0,GBP,0.0,0.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,0,No Solar PV,1.0,0,0.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,0,Flexible Octopus - April 2022 Price Cap,False,0.4448,0.2722,0,Thames,2200,12000,100,0,6.027397260273973,25000.0,0.0
2324,4487500.0,0.0,2200000.0,2287500.0,0.0,0.0,0.0,0.0,18000000.0,1239.89625,0.0,1310.4,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,0,No Battery Storage,0,1.0,0,GBP,0.0,0.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,0,No Solar PV,1.0,0,0.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,0,Flexible Octopus - April 2022 Price Cap,False,0.4448,0.2722,0,Thames,2200,18000,25,0,6.027397260273973,6250.0,0.0
2325,6773500.0,0.0,2200000.0,4573500.0,0.0,0.0,0.0,0.0,18000000.0,1871.51805,0.0,1310.4,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,0,No Battery Storage,0,1.0,0,GBP,0.0,0.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,0,No Solar PV,1.0,0,0.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,0,Flexible Octopus - April 2022 Price Cap,False,0.4448,0.2722,0,Thames,2200,18000,50,0,6.027397260273973,12500.0,0.0
2326,9054750.0,0.0,2200000.0,6854750.0,0.0,0.0,0.0,0.0,18000000.0,2501.827425,0.0,1310.4,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,0,No Battery Storage,0,1.0,0,GBP,0.0,0.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,0,No Solar PV,1.0,0,0.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,0,Flexible Octopus - April 2022 Price Cap,False,0.4448,0.2722,0,Thames,2200,18000,75,0,6.027397260273973,18750.0,0.0
2327,11336000.0,0.0,2200000.0,9136000.0,0.0,0.0,0.0,0.0,18000000.0,3132.1367999999998,0.0,1310.4,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,0,No Battery Storage,0,1.0,0,GBP,0.0,0.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,0,No Solar PV,1.0,0,0.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,0,Flexible Octopus - April 2022 Price Cap,False,0.4448,0.2722,0,Thames,2200,18000,100,0,6.027397260273973,25000.0,0.0
2328,5187500.0,0.0,2900000.0,2287500.0,0.0,0.0,0.0,0.0,8000000.000000001,1433.3062499999999,0.0,582.4000000000001,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,0,No Battery Storage,0,1.0,0,GBP,0.0,0.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,0,No Solar PV,1.0,0,0.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,0,Flexible Octopus - April 2022 Price Cap,False,0.4448,0.2722,0,Thames,2900,8000,25,0,7.945205479452055,6250.0,0.0
2329,7473500.0,0.0,2900000.0,4573500.0,0.0,0.0,0.0,0.0,8000000.000000001,2064.92805,0.0,582.4000000000001,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,0,No Battery Storage,0,1.0,0,GBP,0.0,0.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,0,No Solar PV,1.0,0,0.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,0,Flexible Octopus - April 2022 Price Cap,False,0.4448,0.2722,0,Thames,2900,8000,50,0,7.945205479452055,12500.0,0.0
2330,9754750.0,0.0,2900000.0,6854750.0,0.0,0.0,0.0,0.0,8000000.000000001,2695.237425,0.0,582.4000000000001,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,0,No Battery Storage,0,1.0,0,GBP,0.0,0.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,0,No Solar PV,1.0,0,0.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,0,Flexible Octopus - April 2022 Price Cap,False,0.4448,0.2722,0,Thames,2900,8000,75,0,7.945205479452055,18750.0,0.0
2331,12036000.0,0.0,2900000.0,9136000.0,0.0,0.0,0.0,0.0,8000000.000000001,3325.5467999999996,0.0,582.4000000000001,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,0,No Battery Storage,0,1.0,0,GBP,0.0,0.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,0,No Solar PV,1.0,0,0.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,0,Flexible Octopus - April 2022 Price Cap,False,0.4448,0.2722,0,Thames,2900,8000,100,0,7.945205479452055,25000.0,0.0
2332,5187500.0,0.0,2900000.0,2287500.0,0.0,0.0,0.0,0.0,12000000.000000002,1433.3062499999999,0.0,873.6000000000001,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,0,No Battery Storage,0,1.0,0,GBP,0.0,0.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,0,No Solar PV,1.0,0,0.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,0,Flexible Octopus - April 2022 Price Cap,False,0.4448,0.2722,0,Thames,2900,12000,25,0,7.945205479452055,6250.0,0.0
2333,7473500.0,0.0,2900000.0,4573500.0,0.0,0.0,0.0,0.0,12000000.000000002,2064.92805,0.0,873.6000000000001,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,0,No Battery Storage,0,1.0,0,GBP,0.0,0.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,0,No Solar PV,1.0,0,0.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,0,Flexible Octopus - April 2022 Price Cap,False,0.4448,0.2722,0,Thames,2900,12000,50,0,7.945205479452055,12500.0,0.0
